Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE190_Integer_Overflow__int64_t_fscanf_add_01.bad,x86-64,angr,Success,1.03,114.47,110,204,3241
CWE190_Integer_Overflow__int64_t_fscanf_add_01.bad,x86-64,llvm,Success,.01,10.12,0,0,786
CWE416_Use_After_Free__malloc_free_int_01.bad,x86-64,ghidra,Success,7.19,551.85,82,17,61
CWE416_Use_After_Free__malloc_free_int_01.bad,x86-64,angr,Success,1.00,114.76,118,224,3394
CWE416_Use_After_Free__malloc_free_int_01.bad,x86-64,llvm,Success,.02,10.36,0,0,810
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.good,x86-64,ghidra,Success,7.33,567.67,77,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.good,x86-64,angr,Success,1.00,114.57,109,196,3117
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_01.good,x86-64,llvm,Success,.01,10.09,0,0,751
CWE190_Integer_Overflow__int_listen_socket_preinc_01.bad,x86-64,ghidra,Success,7.30,576.33,94,23,85
CWE190_Integer_Overflow__int_listen_socket_preinc_01.bad,x86-64,angr,Success,1.06,115.62,142,288,4143
CWE190_Integer_Overflow__int_listen_socket_preinc_01.bad,x86-64,llvm,Success,.02,10.30,0,0,980
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.bad,x86-64,ghidra,Success,7.11,645.39,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.bad,x86-64,angr,Success,1.05,114.45,117,222,3633
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.bad,x86-64,llvm,Success,.02,10.11,0,0,871
CWE190_Integer_Overflow__int_fgets_multiply_01.bad,x86-64,ghidra,Success,7.33,695.95,80,16,57
CWE190_Integer_Overflow__int_fgets_multiply_01.bad,x86-64,angr,Success,1.04,115.08,114,220,3444
CWE190_Integer_Overflow__int_fgets_multiply_01.bad,x86-64,llvm,Success,.01,10.30,0,0,817
CWE122_Heap_Based_Buffer_Overflow__sizeof_struct_01.good,x86-64,ghidra,Success,7.26,568.24,80,17,61
CWE122_Heap_Based_Buffer_Overflow__sizeof_struct_01.good,x86-64,angr,Success,1.01,114.58,116,201,2999
CWE122_Heap_Based_Buffer_Overflow__sizeof_struct_01.good,x86-64,llvm,Success,.01,9.98,0,0,736
CWE190_Integer_Overflow__int_max_add_01.bad,x86-64,ghidra,Success,7.28,712.41,76,14,49
CWE190_Integer_Overflow__int_max_add_01.bad,x86-64,angr,Success,1.02,114.69,106,193,3133
CWE190_Integer_Overflow__int_max_add_01.bad,x86-64,llvm,Success,.01,10.50,0,0,751
CWE190_Integer_Overflow__char_rand_multiply_01.good,x86-64,ghidra,Success,7.23,589.57,75,14,49
CWE190_Integer_Overflow__char_rand_multiply_01.good,x86-64,angr,Success,.97,114.71,105,200,3166
CWE190_Integer_Overflow__char_rand_multiply_01.good,x86-64,llvm,Success,.01,9.90,0,0,744
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_snprintf_01.bad,x86-64,ghidra,Success,7.32,625.91,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_snprintf_01.bad,x86-64,angr,Success,1.10,114.42,117,212,3439
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_snprintf_01.bad,x86-64,llvm,Success,.02,10.04,0,0,845
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.good,x86-64,ghidra,Success,7.33,597.12,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.good,x86-64,angr,Success,1.05,114.59,124,215,3125
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.good,x86-64,llvm,Success,.02,10.04,0,0,772
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.bad,x86-64,ghidra,Success,7.30,569.56,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.bad,x86-64,angr,Success,1.03,114.42,125,228,3325
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cpy_01.bad,x86-64,llvm,Success,.01,9.95,0,0,815
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.good,x86-64,ghidra,Success,7.35,618.79,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.good,x86-64,angr,Success,1.08,114.69,116,207,3312
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_memmove_01.good,x86-64,llvm,Success,.01,10.01,0,0,805
CWE190_Integer_Overflow__int_connect_socket_postinc_01.bad,x86-64,ghidra,Success,7.25,683.38,92,22,81
CWE190_Integer_Overflow__int_connect_socket_postinc_01.bad,x86-64,angr,Success,1.06,115.32,138,269,3894
CWE190_Integer_Overflow__int_connect_socket_postinc_01.bad,x86-64,llvm,Success,.01,10.12,0,0,931
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.bad,x86-64,ghidra,Success,7.15,569.53,78,15,53
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.bad,x86-64,angr,Success,1.11,114.24,110,204,3261
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.bad,x86-64,llvm,Success,.01,10.26,0,0,790
CWE190_Integer_Overflow__int64_t_rand_postinc_01.good,x86-64,ghidra,Success,7.23,563.29,75,14,49
CWE190_Integer_Overflow__int64_t_rand_postinc_01.good,x86-64,angr,Success,1.04,114.63,105,202,3298
CWE190_Integer_Overflow__int64_t_rand_postinc_01.good,x86-64,llvm,Success,.01,9.87,0,0,775
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.bad,x86-64,ghidra,Success,7.19,567.79,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.bad,x86-64,angr,Success,1.06,115.01,117,222,3633
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.bad,x86-64,llvm,Success,.02,10.01,0,0,871
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memmove_01.good,x86-64,ghidra,Success,7.40,614.75,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memmove_01.good,x86-64,angr,Success,1.06,114.76,108,202,3339
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memmove_01.good,x86-64,llvm,Success,.01,9.90,0,0,792
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.bad,x86-64,ghidra,Success,7.29,608.96,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.bad,x86-64,angr,Success,1.08,114.68,113,225,3978
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_memmove_01.bad,x86-64,llvm,Success,.02,10.08,0,0,922
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.bad,x86-64,ghidra,Success,7.49,634.89,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.bad,x86-64,angr,Success,1.01,114.71,117,222,3777
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncpy_01.bad,x86-64,llvm,Success,.01,10.38,0,0,907
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.good,x86-64,ghidra,Success,7.28,666.40,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.good,x86-64,angr,Success,1.03,114.71,112,196,3011
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.good,x86-64,llvm,Success,.02,10.25,0,0,737
CWE190_Integer_Overflow__unsigned_int_fscanf_add_01.bad,x86-64,ghidra,Success,7.38,569.07,78,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_add_01.bad,x86-64,angr,Success,1.03,114.82,110,204,3271
CWE190_Integer_Overflow__unsigned_int_fscanf_add_01.bad,x86-64,llvm,Success,.02,10.06,0,0,785
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memcpy_01.good,x86-64,ghidra,Success,7.34,603.67,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memcpy_01.good,x86-64,angr,Success,1.06,114.53,124,215,3123
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memcpy_01.good,x86-64,llvm,Success,.02,9.89,0,0,773
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.bad,x86-64,ghidra,Success,7.14,566.82,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.bad,x86-64,angr,Success,1.06,114.74,121,227,3440
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.bad,x86-64,llvm,Success,.02,10.40,0,0,828
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.bad,x86-64,ghidra,Success,7.25,566.87,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.bad,x86-64,angr,Success,1.05,114.51,113,205,3190
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_01.bad,x86-64,llvm,Success,.01,10.15,0,0,778
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.good,x86-64,ghidra,Success,7.29,625.53,93,23,85
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.good,x86-64,angr,Success,1.07,115.26,141,270,3835
CWE121_Stack_Based_Buffer_Overflow__CWE129_listen_socket_01.good,x86-64,llvm,Success,.02,10.08,0,0,911
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.good,x86-64,ghidra,Success,7.46,560.07,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.good,x86-64,angr,Success,1.04,114.78,120,212,3122
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memmove_01.good,x86-64,llvm,Success,.02,10.37,0,0,761
CWE190_Integer_Overflow__int_rand_preinc_01.bad,x86-64,ghidra,Success,6.90,564.16,76,14,49
CWE190_Integer_Overflow__int_rand_preinc_01.bad,x86-64,angr,Success,.96,114.80,106,213,3594
CWE190_Integer_Overflow__int_rand_preinc_01.bad,x86-64,llvm,Success,.02,10.41,0,0,799
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.bad,x86-64,ghidra,Success,7.54,693.39,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.bad,x86-64,angr,Success,1.08,114.32,109,204,3295
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_loop_01.bad,x86-64,llvm,Success,.02,9.96,0,0,791
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.bad,x86-64,ghidra,Success,7.37,561.17,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.bad,x86-64,angr,Success,1.04,114.73,109,218,4083
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.bad,x86-64,llvm,Success,.01,10.10,0,0,951
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.bad,x86-64,ghidra,Success,7.27,612.96,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.bad,x86-64,angr,Success,1.05,115.01,129,235,3578
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_snprintf_01.bad,x86-64,llvm,Success,.01,9.96,0,0,882
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cpy_01.good,x86-64,ghidra,Success,7.36,607.75,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cpy_01.good,x86-64,angr,Success,1.07,115.07,124,215,3098
CWE122_Heap_Based_Buffer_Overflow__c_dest_wchar_t_cpy_01.good,x86-64,llvm,Success,.02,9.92,0,0,766
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_01.good,x86-64,ghidra,Success,7.43,614.69,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_01.good,x86-64,angr,Success,1.01,114.89,124,215,3118
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_01.good,x86-64,llvm,Success,.01,10.04,0,0,772
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.good,x86-64,ghidra,Success,7.28,564.42,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.good,x86-64,angr,Success,.97,114.84,116,207,3239
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memmove_01.good,x86-64,llvm,Success,.01,10.06,0,0,787
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncat_01.good,x86-64,ghidra,Success,7.27,673.50,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncat_01.good,x86-64,angr,Success,1.11,114.49,112,206,3351
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncat_01.good,x86-64,llvm,Success,.02,10.07,0,0,801
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.bad,x86-64,ghidra,Success,7.26,697.91,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.bad,x86-64,angr,Success,1.03,114.85,109,204,3243
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_01.bad,x86-64,llvm,Success,.01,10.44,0,0,773
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_snprintf_01.bad,x86-64,ghidra,Success,7.47,630.28,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_snprintf_01.bad,x86-64,angr,Success,.99,114.57,113,225,3874
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_snprintf_01.bad,x86-64,llvm,Success,.01,10.23,0,0,910
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.good,x86-64,ghidra,Success,7.30,561.14,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.good,x86-64,angr,Success,.99,114.61,112,201,3275
CWE121_Stack_Based_Buffer_Overflow__src_wchar_t_alloca_cpy_01.good,x86-64,llvm,Success,.01,10.53,0,0,793
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.good,x86-64,ghidra,Success,7.40,643.97,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.good,x86-64,angr,Success,1.02,114.81,120,212,3149
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_loop_01.good,x86-64,llvm,Success,.01,10.29,0,0,769
CWE190_Integer_Overflow__int_connect_socket_add_01.good,x86-64,ghidra,Success,7.27,564.07,91,22,81
CWE190_Integer_Overflow__int_connect_socket_add_01.good,x86-64,angr,Success,1.04,115.05,137,246,3456
CWE190_Integer_Overflow__int_connect_socket_add_01.good,x86-64,llvm,Success,.01,10.01,0,0,846
CWE190_Integer_Overflow__char_fscanf_preinc_01.good,x86-64,ghidra,Success,7.17,628.87,77,15,53
CWE190_Integer_Overflow__char_fscanf_preinc_01.good,x86-64,angr,Success,1.03,114.29,109,196,3136
CWE190_Integer_Overflow__char_fscanf_preinc_01.good,x86-64,llvm,Success,.02,10.05,0,0,753
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.good,x86-64,ghidra,Success,7.17,574.21,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.good,x86-64,angr,Success,1.02,114.16,108,200,3451
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_memcpy_01.good,x86-64,llvm,Success,.01,10.41,0,0,820
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memcpy_01.good,x86-64,ghidra,Success,7.43,565.30,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memcpy_01.good,x86-64,angr,Success,.98,114.40,112,206,3363
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memcpy_01.good,x86-64,llvm,Success,.02,9.74,0,0,804
CWE190_Integer_Overflow__int_connect_socket_preinc_01.bad,x86-64,ghidra,Success,7.28,694.69,92,22,81
CWE190_Integer_Overflow__int_connect_socket_preinc_01.bad,x86-64,angr,Success,1.13,115.29,138,269,3894
CWE190_Integer_Overflow__int_connect_socket_preinc_01.bad,x86-64,llvm,Success,.01,10.33,0,0,931
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.good,x86-64,ghidra,Success,7.17,671.51,95,24,89
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.good,x86-64,angr,Success,1.12,115.21,145,255,3456
CWE122_Heap_Based_Buffer_Overflow__CWE135_01.good,x86-64,llvm,Success,.02,10.33,0,0,862
CWE190_Integer_Overflow__int64_t_rand_multiply_01.good,x86-64,ghidra,Success,7.27,564.75,75,14,49
CWE190_Integer_Overflow__int64_t_rand_multiply_01.good,x86-64,angr,Success,.98,114.33,105,204,3321
CWE190_Integer_Overflow__int64_t_rand_multiply_01.good,x86-64,llvm,Success,.01,9.98,0,0,779
CWE190_Integer_Overflow__unsigned_int_rand_add_01.bad,x86-64,ghidra,Success,7.26,664.21,76,14,49
CWE190_Integer_Overflow__unsigned_int_rand_add_01.bad,x86-64,angr,Success,1.04,114.50,106,213,3586
CWE190_Integer_Overflow__unsigned_int_rand_add_01.bad,x86-64,llvm,Success,.02,10.12,0,0,799
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.bad,x86-64,ghidra,Success,7.24,656.40,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.bad,x86-64,angr,Success,1.07,114.46,113,215,3574
CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cat_01.bad,x86-64,llvm,Success,.01,10.02,0,0,854
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.good,x86-64,ghidra,Success,7.16,632.36,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.good,x86-64,angr,Success,1.09,114.25,108,192,3004
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memcpy_01.good,x86-64,llvm,Success,.01,10.17,0,0,728
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_01.bad,x86-64,ghidra,Success,7.27,565.27,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_01.bad,x86-64,angr,Success,1.06,114.78,121,227,3442
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_01.bad,x86-64,llvm,Success,.01,10.10,0,0,830
CWE190_Integer_Overflow__int_listen_socket_square_01.good,x86-64,ghidra,Success,7.43,641.08,93,23,85
CWE190_Integer_Overflow__int_listen_socket_square_01.good,x86-64,angr,Success,1.09,115.18,141,260,3629
CWE190_Integer_Overflow__int_listen_socket_square_01.good,x86-64,llvm,Success,.02,9.96,0,0,878
CWE190_Integer_Overflow__short_max_square_01.good,x86-64,ghidra,Success,7.37,612.52,75,14,49
CWE190_Integer_Overflow__short_max_square_01.good,x86-64,angr,Success,1.01,114.47,105,188,3085
CWE190_Integer_Overflow__short_max_square_01.good,x86-64,llvm,Success,.02,9.67,0,0,734
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncat_01.bad,x86-64,ghidra,Success,7.30,569.48,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncat_01.bad,x86-64,angr,Success,1.06,114.94,129,235,3438
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncat_01.bad,x86-64,llvm,Success,.01,10.02,0,0,844
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_loop_01.bad,x86-64,ghidra,Success,7.39,558.15,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_loop_01.bad,x86-64,angr,Success,1.06,114.63,109,224,3983
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_loop_01.bad,x86-64,llvm,Success,.02,10.22,0,0,919
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.good,x86-64,ghidra,Success,7.53,556.74,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.good,x86-64,angr,Success,.99,114.44,116,202,3144
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_ncpy_01.good,x86-64,llvm,Success,.01,9.91,0,0,773
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.bad,x86-64,ghidra,Success,7.13,626.14,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.bad,x86-64,angr,Success,1.04,114.23,113,205,3240
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.bad,x86-64,llvm,Success,.01,10.08,0,0,790
CWE190_Integer_Overflow__int_connect_socket_add_01.bad,x86-64,ghidra,Success,7.19,560.20,92,22,81
CWE190_Integer_Overflow__int_connect_socket_add_01.bad,x86-64,angr,Success,1.05,115.02,138,269,3888
CWE190_Integer_Overflow__int_connect_socket_add_01.bad,x86-64,llvm,Success,.01,10.01,0,0,931
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_declare_memmove_01.bad,x86-64,ghidra,Success,7.34,689.96,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_declare_memmove_01.bad,x86-64,angr,Success,.98,114.63,109,202,3183
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_declare_memmove_01.bad,x86-64,llvm,Success,.01,10.05,0,0,767
CWE190_Integer_Overflow__int_rand_multiply_01.good,x86-64,ghidra,Success,7.37,570.10,75,14,49
CWE190_Integer_Overflow__int_rand_multiply_01.good,x86-64,angr,Success,1.02,114.60,105,200,3292
CWE190_Integer_Overflow__int_rand_multiply_01.good,x86-64,llvm,Success,.01,9.82,0,0,756
CWE190_Integer_Overflow__unsigned_int_max_postinc_01.bad,x86-64,ghidra,Success,7.19,707.61,76,14,49
CWE190_Integer_Overflow__unsigned_int_max_postinc_01.bad,x86-64,angr,Success,1.07,114.26,106,193,3139
CWE190_Integer_Overflow__unsigned_int_max_postinc_01.bad,x86-64,llvm,Success,.01,10.10,0,0,751
CWE190_Integer_Overflow__int64_t_max_add_01.good,x86-64,ghidra,Success,7.30,606.91,75,14,49
CWE190_Integer_Overflow__int64_t_max_add_01.good,x86-64,angr,Success,1.00,114.55,105,188,3010
CWE190_Integer_Overflow__int64_t_max_add_01.good,x86-64,llvm,Success,.01,10.03,0,0,730
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.bad,x86-64,ghidra,Success,7.32,609.53,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.bad,x86-64,angr,Success,1.06,114.71,125,228,3523
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_01.bad,x86-64,llvm,Success,.01,10.11,0,0,863
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_memcpy_01.bad,x86-64,ghidra,Success,7.29,673.81,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_memcpy_01.bad,x86-64,angr,Success,1.02,114.46,117,212,3299
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_memcpy_01.bad,x86-64,llvm,Success,.02,10.41,0,0,807
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.bad,x86-64,ghidra,Success,7.23,563.13,100,26,97
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.bad,x86-64,angr,Success,1.16,115.85,154,340,4865
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_01.bad,x86-64,llvm,Success,.02,10.15,0,0,1117
CWE190_Integer_Overflow__short_max_square_01.bad,x86-64,ghidra,Success,7.32,702.94,76,14,49
CWE190_Integer_Overflow__short_max_square_01.bad,x86-64,angr,Success,1.03,114.67,106,193,3203
CWE190_Integer_Overflow__short_max_square_01.bad,x86-64,llvm,Success,.01,10.00,0,0,758
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.bad,x86-64,ghidra,Success,7.21,712.68,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.bad,x86-64,angr,Success,1.05,114.92,125,228,3325
CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_01.bad,x86-64,llvm,Success,.01,9.80,0,0,815
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.bad,x86-64,ghidra,Success,7.33,614.54,83,18,65
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.bad,x86-64,angr,Success,1.00,114.86,121,221,3316
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.bad,x86-64,llvm,Success,.01,9.96,0,0,804
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.good,x86-64,ghidra,Success,7.30,570.85,86,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.good,x86-64,angr,Success,1.05,114.89,128,221,3161
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_01.good,x86-64,llvm,Success,.02,9.90,0,0,784
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.good,x86-64,ghidra,Success,7.17,568.41,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.good,x86-64,angr,Success,1.02,114.83,112,206,3360
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_01.good,x86-64,llvm,Success,.01,10.14,0,0,801
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.good,x86-64,ghidra,Success,7.41,607.02,77,15,53
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.good,x86-64,angr,Success,.99,114.37,109,196,3095
CWE190_Integer_Overflow__int64_t_fscanf_preinc_01.good,x86-64,llvm,Success,.01,10.19,0,0,752
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.good,x86-64,ghidra,Success,7.03,634.21,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.good,x86-64,angr,Success,.89,114.65,112,196,3011
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_memmove_01.good,x86-64,llvm,Success,.01,10.17,0,0,737
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_cpy_01.good,x86-64,ghidra,Success,6.69,610.61,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_cpy_01.good,x86-64,angr,Success,.89,114.36,108,190,2980
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_cpy_01.good,x86-64,llvm,Success,.01,10.17,0,0,726
CWE190_Integer_Overflow__char_rand_add_01.bad,x86-64,ghidra,Success,6.70,569.06,76,14,49
CWE190_Integer_Overflow__char_rand_add_01.bad,x86-64,angr,Success,.86,114.74,106,213,3386
CWE190_Integer_Overflow__char_rand_add_01.bad,x86-64,llvm,Success,.02,9.96,0,0,775
CWE415_Double_Free__malloc_free_long_01.good,x86-64,ghidra,Success,6.58,627.33,81,17,61
CWE415_Double_Free__malloc_free_long_01.good,x86-64,angr,Success,.90,114.56,117,206,3069
CWE415_Double_Free__malloc_free_long_01.good,x86-64,llvm,Success,.01,10.16,0,0,749
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_cpy_01.good,x86-64,ghidra,Success,6.69,561.96,76,15,53
