Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE415_Double_Free__malloc_free_struct_01.bad,x86-64,llvm,Success,.01,9.86,0,0,778
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.bad,x86-64,ghidra,Success,7.23,571.27,75,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.bad,x86-64,angr,Success,.97,114.87,105,221,3936
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_loop_01.bad,x86-64,llvm,Success,.01,10.08,0,0,900
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.bad,x86-64,ghidra,Success,7.23,550.49,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.bad,x86-64,angr,Success,1.02,114.65,125,228,3333
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_snprintf_01.bad,x86-64,llvm,Success,.02,9.98,0,0,821
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.bad,x86-64,ghidra,Success,7.18,691.04,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.bad,x86-64,angr,Success,1.00,114.33,113,205,3240
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_declare_memmove_01.bad,x86-64,llvm,Success,.02,10.42,0,0,794
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.good,x86-64,ghidra,Success,7.07,622.92,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.good,x86-64,angr,Success,1.00,114.96,116,207,3239
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_ncpy_01.good,x86-64,llvm,Success,.01,9.86,0,0,787
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.bad,x86-64,ghidra,Success,7.36,651.90,75,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.bad,x86-64,angr,Success,1.12,114.38,105,223,3974
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_loop_01.bad,x86-64,llvm,Success,.02,10.34,0,0,906
CWE190_Integer_Overflow__int_rand_add_01.bad,x86-64,ghidra,Success,7.26,633.60,76,14,49
CWE190_Integer_Overflow__int_rand_add_01.bad,x86-64,angr,Success,1.00,114.47,106,213,3586
CWE190_Integer_Overflow__int_rand_add_01.bad,x86-64,llvm,Success,.02,10.42,0,0,799
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.bad,x86-64,ghidra,Success,7.21,688.57,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.bad,x86-64,angr,Success,.98,114.74,113,211,3414
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.bad,x86-64,llvm,Success,.01,10.06,0,0,818
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.good,x86-64,ghidra,Success,7.42,699.73,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.good,x86-64,angr,Success,.98,114.54,124,215,3125
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cpy_01.good,x86-64,llvm,Success,.01,10.02,0,0,772
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memcpy_01.good,x86-64,ghidra,Success,7.16,559.37,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memcpy_01.good,x86-64,angr,Success,1.01,114.16,108,202,3339
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memcpy_01.good,x86-64,llvm,Success,.02,10.00,0,0,792
CWE190_Integer_Overflow__short_rand_preinc_01.bad,x86-64,ghidra,Success,6.85,715.59,76,14,49
CWE190_Integer_Overflow__short_rand_preinc_01.bad,x86-64,angr,Success,.97,114.56,106,213,3563
CWE190_Integer_Overflow__short_rand_preinc_01.bad,x86-64,llvm,Success,.02,10.06,0,0,797
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_01.good,x86-64,ghidra,Success,6.86,560.02,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_01.good,x86-64,angr,Success,1.03,115.00,125,244,3658
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_01.good,x86-64,llvm,Success,.01,10.42,0,0,862
CWE190_Integer_Overflow__char_max_square_01.bad,x86-64,ghidra,Success,7.15,704.76,76,14,49
CWE190_Integer_Overflow__char_max_square_01.bad,x86-64,angr,Success,.94,114.35,106,193,3203
CWE190_Integer_Overflow__char_max_square_01.bad,x86-64,llvm,Success,.01,10.05,0,0,758
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memmove_01.bad,x86-64,ghidra,Success,7.06,605.53,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memmove_01.bad,x86-64,angr,Success,.93,115.08,113,205,3206
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_memmove_01.bad,x86-64,llvm,Success,.02,10.31,0,0,784
CWE190_Integer_Overflow__short_max_add_01.good,x86-64,ghidra,Success,7.04,567.62,75,14,49
CWE190_Integer_Overflow__short_max_add_01.good,x86-64,angr,Success,.94,114.54,105,188,3033
CWE190_Integer_Overflow__short_max_add_01.good,x86-64,llvm,Success,.01,9.96,0,0,728
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.bad,x86-64,ghidra,Success,7.06,564.96,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.bad,x86-64,angr,Success,.99,114.98,125,228,3353
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.bad,x86-64,llvm,Success,.01,9.87,0,0,823
CWE190_Integer_Overflow__char_fscanf_add_01.good,x86-64,ghidra,Success,7.08,657.89,77,15,53
CWE190_Integer_Overflow__char_fscanf_add_01.good,x86-64,angr,Success,.95,114.44,109,196,3112
CWE190_Integer_Overflow__char_fscanf_add_01.good,x86-64,llvm,Success,.01,10.03,0,0,749
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.bad,x86-64,ghidra,Success,7.03,672.13,82,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.bad,x86-64,angr,Success,.98,114.94,118,245,3866
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_01.bad,x86-64,llvm,Success,.01,10.10,0,0,888
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.bad,x86-64,ghidra,Success,6.94,641.95,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.bad,x86-64,angr,Success,1.02,115.16,125,228,3333
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.bad,x86-64,llvm,Success,.01,10.45,0,0,821
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.bad,x86-64,ghidra,Success,6.97,561.12,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.bad,x86-64,angr,Success,1.01,115.00,125,228,3353
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_01.bad,x86-64,llvm,Success,.02,9.96,0,0,823
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.good,x86-64,ghidra,Success,7.22,568.92,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.good,x86-64,angr,Success,.99,114.58,124,215,3102
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_snprintf_01.good,x86-64,llvm,Success,.01,10.07,0,0,769
CWE190_Integer_Overflow__unsigned_int_rand_add_01.good,x86-64,ghidra,Success,7.04,617.54,75,14,49
CWE190_Integer_Overflow__unsigned_int_rand_add_01.good,x86-64,angr,Success,1.02,114.25,105,198,3249
CWE190_Integer_Overflow__unsigned_int_rand_add_01.good,x86-64,llvm,Success,.01,10.11,0,0,752
CWE190_Integer_Overflow__int64_t_fscanf_add_01.good,x86-64,ghidra,Success,7.33,564.68,77,15,53
CWE190_Integer_Overflow__int64_t_fscanf_add_01.good,x86-64,angr,Success,.99,114.76,109,196,3083
CWE190_Integer_Overflow__int64_t_fscanf_add_01.good,x86-64,llvm,Success,.01,9.85,0,0,750
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.good,x86-64,ghidra,Success,7.09,565.42,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.good,x86-64,angr,Success,.97,114.64,124,215,3098
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_01.good,x86-64,llvm,Success,.01,10.10,0,0,765
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.good,x86-64,ghidra,Success,7.16,651.94,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.good,x86-64,angr,Success,.96,115.08,124,215,3112
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_01.good,x86-64,llvm,Success,.02,10.49,0,0,770
CWE190_Integer_Overflow__short_fscanf_multiply_01.bad,x86-64,ghidra,Success,7.30,604.92,78,15,53
CWE190_Integer_Overflow__short_fscanf_multiply_01.bad,x86-64,angr,Success,.95,114.50,110,207,3345
CWE190_Integer_Overflow__short_fscanf_multiply_01.bad,x86-64,llvm,Success,.01,10.28,0,0,793
CWE190_Integer_Overflow__short_max_multiply_01.bad,x86-64,ghidra,Success,7.09,619.42,76,14,49
CWE190_Integer_Overflow__short_max_multiply_01.bad,x86-64,angr,Success,.96,114.55,106,196,3207
CWE190_Integer_Overflow__short_max_multiply_01.bad,x86-64,llvm,Success,.01,10.20,0,0,757
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.good,x86-64,ghidra,Success,7.15,560.98,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.good,x86-64,angr,Success,1.00,114.80,116,207,3311
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.good,x86-64,llvm,Success,.01,10.10,0,0,805
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.good,x86-64,ghidra,Success,7.13,707.37,78,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.good,x86-64,angr,Success,.96,114.89,112,199,3123
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_loop_01.good,x86-64,llvm,Success,.01,10.10,0,0,757
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_memcpy_01.bad,x86-64,ghidra,Success,7.01,605.33,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_memcpy_01.bad,x86-64,angr,Success,.98,114.50,109,222,3865
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_alloca_memcpy_01.bad,x86-64,llvm,Success,.02,10.09,0,0,895
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.good,x86-64,ghidra,Success,7.24,601.39,82,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.good,x86-64,angr,Success,.95,114.58,120,212,3122
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_01.good,x86-64,llvm,Success,.01,10.02,0,0,761
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.bad,x86-64,ghidra,Success,7.24,628.37,75,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.bad,x86-64,angr,Success,.94,114.44,105,201,3274
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.bad,x86-64,llvm,Success,.01,10.02,0,0,772
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.good,x86-64,ghidra,Success,7.05,606.78,78,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.good,x86-64,angr,Success,.98,114.32,112,196,3036
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cat_01.good,x86-64,llvm,Success,.01,10.05,0,0,743
CWE190_Integer_Overflow__int_listen_socket_add_01.bad,x86-64,ghidra,Success,7.34,690.44,94,23,85
CWE190_Integer_Overflow__int_listen_socket_add_01.bad,x86-64,angr,Success,.97,115.50,142,288,4137
CWE190_Integer_Overflow__int_listen_socket_add_01.bad,x86-64,llvm,Success,.01,9.94,0,0,980
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.good,x86-64,ghidra,Success,7.02,605.23,84,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.good,x86-64,angr,Success,1.05,114.72,124,215,3197
CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cat_01.good,x86-64,llvm,Success,.01,10.07,0,0,790
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.bad,x86-64,ghidra,Success,7.09,562.47,76,14,49
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.bad,x86-64,angr,Success,.93,114.24,106,193,3139
CWE190_Integer_Overflow__unsigned_int_max_preinc_01.bad,x86-64,llvm,Success,.01,9.86,0,0,751
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.bad,x86-64,ghidra,Success,6.93,568.38,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.bad,x86-64,angr,Success,.97,114.76,109,224,3897
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.bad,x86-64,llvm,Success,.01,10.14,0,0,901
CWE190_Integer_Overflow__short_rand_postinc_01.bad,x86-64,ghidra,Success,6.96,688.18,76,14,49
CWE190_Integer_Overflow__short_rand_postinc_01.bad,x86-64,angr,Success,1.02,114.67,106,213,3563
CWE190_Integer_Overflow__short_rand_postinc_01.bad,x86-64,llvm,Success,.02,9.82,0,0,797
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.good,x86-64,ghidra,Success,6.94,635.44,77,15,53
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.good,x86-64,angr,Success,.96,114.87,109,196,3095
CWE190_Integer_Overflow__int64_t_fscanf_postinc_01.good,x86-64,llvm,Success,.01,10.49,0,0,752
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.bad,x86-64,ghidra,Success,7.01,608.52,76,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.bad,x86-64,angr,Success,.98,114.85,106,215,3575
CWE121_Stack_Based_Buffer_Overflow__CWE129_large_01.bad,x86-64,llvm,Success,.02,10.16,0,0,819
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memcpy_01.bad,x86-64,ghidra,Success,6.90,558.61,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memcpy_01.bad,x86-64,angr,Success,1.07,114.26,109,224,3897
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memcpy_01.bad,x86-64,llvm,Success,.01,10.04,0,0,901
CWE190_Integer_Overflow__int_listen_socket_multiply_01.bad,x86-64,ghidra,Success,7.12,717.36,94,23,85
CWE190_Integer_Overflow__int_listen_socket_multiply_01.bad,x86-64,angr,Success,1.00,115.15,142,291,4201
CWE190_Integer_Overflow__int_listen_socket_multiply_01.bad,x86-64,llvm,Success,.01,10.03,0,0,986
CWE190_Integer_Overflow__char_rand_postinc_01.bad,x86-64,ghidra,Success,6.96,723.80,76,14,49
CWE190_Integer_Overflow__char_rand_postinc_01.bad,x86-64,angr,Success,.98,114.68,106,213,3434
CWE190_Integer_Overflow__char_rand_postinc_01.bad,x86-64,llvm,Success,.01,10.09,0,0,781
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.good,x86-64,ghidra,Success,7.11,566.69,80,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.good,x86-64,angr,Success,.99,114.67,116,209,3154
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_01.good,x86-64,llvm,Success,.01,10.03,0,0,760
CWE190_Integer_Overflow__int_max_multiply_01.bad,x86-64,ghidra,Success,7.28,617.02,76,14,49
CWE190_Integer_Overflow__int_max_multiply_01.bad,x86-64,angr,Success,1.10,114.23,106,196,3198
CWE190_Integer_Overflow__int_max_multiply_01.bad,x86-64,llvm,Success,.01,10.37,0,0,757
CWE190_Integer_Overflow__int_fscanf_square_01.bad,x86-64,ghidra,Success,7.75,562.06,78,15,53
CWE190_Integer_Overflow__int_fscanf_square_01.bad,x86-64,angr,Success,1.11,114.75,110,206,3339
CWE190_Integer_Overflow__int_fscanf_square_01.bad,x86-64,llvm,Success,.01,10.02,0,0,793
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.bad,x86-64,ghidra,Success,7.58,604.75,83,18,65
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.bad,x86-64,angr,Success,1.06,114.71,121,227,3482
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_loop_01.bad,x86-64,llvm,Success,.01,10.03,0,0,838
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.bad,x86-64,ghidra,Success,7.29,567.66,81,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.bad,x86-64,angr,Success,.99,115.01,117,222,3777
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_ncat_01.bad,x86-64,llvm,Success,.01,9.79,0,0,907
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.bad,x86-64,ghidra,Success,6.92,639.32,78,15,53
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.bad,x86-64,angr,Success,.98,114.05,110,205,3314
CWE190_Integer_Overflow__unsigned_int_fscanf_square_01.bad,x86-64,llvm,Success,.01,9.79,0,0,790
CWE190_Integer_Overflow__int64_t_max_preinc_01.bad,x86-64,ghidra,Success,7.00,622.54,76,14,49
CWE190_Integer_Overflow__int64_t_max_preinc_01.bad,x86-64,angr,Success,1.02,114.68,106,193,3121
CWE190_Integer_Overflow__int64_t_max_preinc_01.bad,x86-64,llvm,Success,.01,9.97,0,0,754
CWE190_Integer_Overflow__int64_t_max_postinc_01.good,x86-64,ghidra,Success,7.20,714.12,75,14,49
CWE190_Integer_Overflow__int64_t_max_postinc_01.good,x86-64,angr,Success,.95,114.58,105,188,3018
CWE190_Integer_Overflow__int64_t_max_postinc_01.good,x86-64,llvm,Success,.01,10.25,0,0,730
CWE416_Use_After_Free__malloc_free_struct_01.good,x86-64,ghidra,Success,6.98,563.24,81,17,61
CWE416_Use_After_Free__malloc_free_struct_01.good,x86-64,angr,Success,1.02,114.90,117,212,3217
CWE416_Use_After_Free__malloc_free_struct_01.good,x86-64,llvm,Success,.02,10.02,0,0,779
CWE416_Use_After_Free__malloc_free_char_01.good,x86-64,ghidra,Success,6.98,734.91,83,18,65
CWE416_Use_After_Free__malloc_free_char_01.good,x86-64,angr,Success,1.00,114.87,121,213,3144
CWE416_Use_After_Free__malloc_free_char_01.good,x86-64,llvm,Success,.01,9.91,0,0,772
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.good,x86-64,ghidra,Success,7.09,690.03,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.good,x86-64,angr,Success,.98,114.19,108,203,3358
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.good,x86-64,llvm,Success,.02,10.09,0,0,795
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.good,x86-64,ghidra,Success,7.10,671.11,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.good,x86-64,angr,Success,.96,114.55,116,207,3239
CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_01.good,x86-64,llvm,Success,.01,10.45,0,0,787
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.bad,x86-64,ghidra,Success,7.02,558.75,87,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.bad,x86-64,angr,Success,1.00,114.85,129,235,3584
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_wchar_t_memcpy_01.bad,x86-64,llvm,Success,.01,10.03,0,0,880
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.bad,x86-64,ghidra,Success,6.99,621.03,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.bad,x86-64,angr,Success,1.00,114.94,125,228,3379
CWE122_Heap_Based_Buffer_Overflow__c_src_char_cat_01.bad,x86-64,llvm,Success,.01,9.97,0,0,827
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.bad,x86-64,ghidra,Success,7.08,709.69,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.bad,x86-64,angr,Success,.99,114.80,113,225,3968
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_ncpy_01.bad,x86-64,llvm,Success,.01,10.07,0,0,920
CWE190_Integer_Overflow__int_fgets_postinc_01.good,x86-64,ghidra,Success,7.03,563.39,79,16,57
CWE190_Integer_Overflow__int_fgets_postinc_01.good,x86-64,angr,Success,1.01,115.06,113,205,3167
CWE190_Integer_Overflow__int_fgets_postinc_01.good,x86-64,llvm,Success,.01,10.19,0,0,765
CWE190_Integer_Overflow__int_connect_socket_square_01.bad,x86-64,ghidra,Success,7.08,576.48,92,22,81
CWE190_Integer_Overflow__int_connect_socket_square_01.bad,x86-64,angr,Success,1.02,115.32,138,271,3932
CWE190_Integer_Overflow__int_connect_socket_square_01.bad,x86-64,llvm,Success,.01,9.96,0,0,935
CWE190_Integer_Overflow__int64_t_rand_preinc_01.good,x86-64,ghidra,Success,7.21,629.55,75,14,49
CWE190_Integer_Overflow__int64_t_rand_preinc_01.good,x86-64,angr,Success,.98,114.32,105,202,3298
CWE190_Integer_Overflow__int64_t_rand_preinc_01.good,x86-64,llvm,Success,.01,9.95,0,0,775
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_snprintf_01.good,x86-64,ghidra,Success,7.19,666.10,80,17,61
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_snprintf_01.good,x86-64,angr,Success,.97,114.74,116,207,3309
CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_alloca_snprintf_01.good,x86-64,llvm,Success,.01,10.30,0,0,806
CWE190_Integer_Overflow__int64_t_max_square_01.bad,x86-64,ghidra,Success,7.07,643.02,76,14,49
CWE190_Integer_Overflow__int64_t_max_square_01.bad,x86-64,angr,Success,.97,114.36,106,195,3128
CWE190_Integer_Overflow__int64_t_max_square_01.bad,x86-64,llvm,Success,.01,10.28,0,0,758
CWE122_Heap_Based_Buffer_Overflow__wchar_t_type_overrun_memmove_01.good,x86-64,ghidra,Success,7.21,694.92,78,16,57
CWE122_Heap_Based_Buffer_Overflow__wchar_t_type_overrun_memmove_01.good,x86-64,angr,Success,.96,114.39,112,197,3053
CWE122_Heap_Based_Buffer_Overflow__wchar_t_type_overrun_memmove_01.good,x86-64,llvm,Success,.01,9.83,0,0,751
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.good,x86-64,ghidra,Success,7.19,564.78,86,20,73
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.good,x86-64,angr,Success,.97,114.88,128,221,3161
CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_memmove_01.good,x86-64,llvm,Success,.01,10.06,0,0,784
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.good,x86-64,ghidra,Success,7.00,619.95,97,25,93
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.good,x86-64,angr,Success,1.02,115.59,149,285,3951
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_connect_socket_01.good,x86-64,llvm,Success,.02,9.98,0,0,943
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.bad,x86-64,ghidra,Success,7.15,669.59,77,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.bad,x86-64,angr,Success,.95,114.31,109,202,3189
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_memmove_01.bad,x86-64,llvm,Success,.01,9.85,0,0,767
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cpy_01.bad,x86-64,ghidra,Success,7.03,567.60,79,16,57
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cpy_01.bad,x86-64,angr,Success,.96,114.79,113,205,3240
CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cpy_01.bad,x86-64,llvm,Success,.01,10.10,0,0,790
CWE121_Stack_Based_Buffer_Overflow__CWE131_memcpy_01.good,x86-64,ghidra,Success,7.13,689.92,76,15,53
CWE121_Stack_Based_Buffer_Overflow__CWE131_memcpy_01.good,x86-64,angr,Success,.95,114.61,108,195,3174
CWE121_Stack_Based_Buffer_Overflow__CWE131_memcpy_01.good,x86-64,llvm,Success,.01,10.00,0,0,758
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.bad,x86-64,ghidra,Success,7.11,606.80,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.bad,x86-64,angr,Success,.95,114.77,113,205,3186
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_01.bad,x86-64,llvm,Success,.02,10.35,0,0,782
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.good,x86-64,ghidra,Success,6.90,594.07,79,16,57
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.good,x86-64,angr,Success,1.02,114.38,113,217,3411
CWE121_Stack_Based_Buffer_Overflow__CWE129_fgets_01.good,x86-64,llvm,Success,.02,10.11,0,0,802
CWE190_Integer_Overflow__char_fscanf_square_01.bad,x86-64,ghidra,Success,6.96,589.25,78,15,53
CWE190_Integer_Overflow__char_fscanf_square_01.bad,x86-64,angr,Success,1.03,114.29,110,204,3355
CWE190_Integer_Overflow__char_fscanf_square_01.bad,x86-64,llvm,Success,.01,10.07,0,0,797
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.good,x86-64,ghidra,Success,7.04,671.16,74,14,49
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.good,x86-64,angr,Success,.99,114.44,104,189,3040
CWE121_Stack_Based_Buffer_Overflow__CWE805_int_declare_loop_01.good,x86-64,llvm,Success,.01,10.24,0,0,727
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.bad,x86-64,ghidra,Success,7.17,604.69,82,17,61
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.bad,x86-64,angr,Success,.98,115.09,118,265,4280
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_01.bad,x86-64,llvm,Success,.01,10.08,0,0,936
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.bad,x86-64,ghidra,Success,7.03,669.71,85,19,69
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.bad,x86-64,angr,Success,1.02,115.21,125,228,3329
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_01.bad,x86-64,llvm,Success,.01,10.09,0,0,817
CWE122_Heap_Based_Buffer_Overflow__CWE131_memmove_01.good,x86-64,ghidra,Success,7.12,570.34,82,18,65
